STOP_WAS_INITIATED,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OTHER_PERSON_STOPPED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_BODY_BUILD_TYPE,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_BORO_NAME,SUSPECT_ARRESTED_FLAG
2,,10,3,37,1,1,1,1,1,1,2,2,2,2,1,3,4,3,2
3,2,3,23,37,2,1,1,1,,1,2,2,,1,1,,2,3,1
3,1,3,19,5,1,1,2,1,1,1,2,,2,2,1,2,2,3,2
3,1,2,23,50,2,1,1,1,1,1,2,,,2,1,3,4,3,1
3,1,2,23,50,2,1,1,1,1,1,2,,,2,1,3,4,3,1
3,1,1,,3,1,2,2,1,,1,,2,,2,2,2,2,3,1
3,1,1,1,1,2,1,2,1,1,1,2,2,2,2,1,3,3,3,1
2,3,1,11,10,2,1,1,1,1,1,2,,,1,2,2,3,3,2
2,3,1,11,10,1,1,1,1,1,1,2,,,1,2,3,3,3,2
3,1,10,,10,1,2,2,1,1,2,2,2,2,2,1,3,1,3,2
2,1,1,8,3,1,2,1,1,1,1,2,,,2,4,3,3,3,1
2,1,15,3,3,1,2,2,1,1,1,2,2,2,2,1,3,1,3,2
3,1,1,23,6,1,2,2,1,1,1,2,,2,2,1,3,3,3,2
3,1,1,4,15,2,2,2,1,1,1,2,,2,2,4,2,3,3,2
2,1,1,3,6,1,2,2,1,1,2,2,,2,1,3,3,3,3,2
3,1,1,4,15,2,2,2,1,1,1,2,,2,2,4,2,3,3,2
3,1,1,4,15,2,2,2,1,1,1,2,,2,2,4,2,3,3,2
2,3,1,11,5,1,1,2,1,1,1,2,,2,2,4,3,3,3,2
2,3,1,11,10,1,1,1,1,2,1,2,,,2,4,3,1,3,1
3,1,1,,20,2,2,2,1,1,1,2,,2,2,1,2,1,3,2
2,3,1,11,5,1,1,2,2,2,1,2,,2,2,1,2,3,3,2
2,3,0,10,5,1,1,1,1,1,1,2,,,1,2,1,3,3,1
2,1,1,14,2,1,2,2,1,1,1,2,,2,2,4,2,3,3,2
2,3,5,11,5,1,1,2,1,1,1,2,,2,2,1,2,2,3,2
2,3,1,11,175,1,1,1,1,1,1,2,,,2,5,2,1,3,2
1,1,1,1,1,1,2,2,1,1,1,2,,2,2,4,2,3,3,2
2,3,1,11,10,1,1,1,1,2,1,2,,,2,3,2,1,3,1
2,1,1,23,5,1,2,1,1,1,1,2,,,2,4,2,3,3,1
2,1,1,18,2,2,2,2,2,2,1,,,,2,4,3,2,3,2
1,2,1,13,11,1,1,2,2,1,1,2,,2,2,1,3,3,3,2
2,1,5,4,5,2,1,2,1,,1,2,,2,2,3,3,2,3,1
2,1,5,4,5,2,1,2,1,,1,2,,2,2,1,3,2,3,1
1,1,1,1,15,1,1,1,1,1,1,2,2,,2,2,3,4,3,1
3,1,1,,2,1,2,1,2,1,1,2,2,,2,1,3,4,3,1
2,3,1,11,3,1,1,2,2,2,1,2,,2,2,2,1,1,3,1
3,1,0,3,11,2,1,2,1,1,2,2,2,2,2,1,3,1,3,2
3,1,0,3,11,2,1,2,1,1,1,2,2,2,2,3,3,1,3,2
2,1,0,13,22,1,1,2,2,2,1,2,,,2,2,2,3,3,1
1,1,1,23,4,1,1,1,1,,1,2,2,,2,1,3,4,3,1
3,3,1,,5,1,2,1,2,2,2,2,2,,2,5,1,1,3,1
3,1,1,,9,1,1,1,1,1,1,2,,,2,1,3,3,3,2
3,,3,19,14,2,1,2,1,1,1,2,2,2,2,3,2,4,3,2
2,3,5,11,10,1,2,1,1,,1,2,,,2,3,2,1,3,2
2,1,5,3,2,1,1,1,2,2,1,2,,,2,4,2,1,3,2
3,1,1,3,8,1,2,1,1,1,1,,,,2,1,2,2,3,1
2,3,10,11,10,1,2,1,1,1,1,2,,,2,4,3,1,3,2
3,1,1,4,14,1,1,2,1,,1,2,2,2,2,3,2,2,3,2
3,,1,,15,1,2,1,1,1,1,2,,,2,1,3,1,3,1
3,,1,,7,1,2,1,1,1,2,,,,2,4,2,3,3,2
2,3,1,1,3,1,1,1,1,1,1,2,,,2,1,3,2,3,1
2,3,5,11,10,1,1,1,1,1,1,2,,,2,1,2,2,3,2
3,,2,23,8,2,1,1,1,1,1,2,2,,2,1,2,4,3,1
3,1,1,23,10,2,2,1,2,2,1,,2,,2,1,2,1,3,1
3,1,1,23,10,2,2,2,2,2,1,2,,,2,1,3,1,3,1
1,3,2,19,13,1,1,2,2,2,1,2,2,,2,1,2,4,3,2
1,1,2,23,15,1,2,2,1,1,1,2,2,2,2,3,3,4,3,2
3,,1,19,1,2,2,2,1,1,1,2,2,2,2,1,3,1,3,2
3,2,3,,10,1,2,2,2,2,1,2,,,2,1,3,2,3,1
3,1,1,23,15,2,2,1,1,1,1,2,2,,2,1,3,1,3,2
3,,2,26,15,2,1,1,1,1,1,2,,,2,4,2,4,3,1
3,,1,19,8,2,1,1,1,1,1,2,,,2,4,3,1,3,1
3,,1,19,9,1,1,2,1,1,1,2,,2,2,6,2,2,3,2
2,1,1,23,10,1,2,2,1,1,1,2,,2,2,4,4,2,3,2
3,1,5,23,11,1,2,2,1,1,1,2,2,2,1,1,3,4,3,2
3,1,1,23,5,2,2,2,1,1,1,2,2,2,1,1,1,4,3,2
3,1,1,23,5,2,2,2,1,1,1,2,2,2,1,1,1,4,3,2
3,1,2,23,5,1,2,2,1,1,1,2,2,2,2,1,3,4,3,2
3,1,15,23,15,1,2,2,1,1,1,2,,2,2,3,2,3,3,2
2,2,2,26,5,1,1,1,1,1,1,2,,,2,3,2,2,3,1
3,1,2,23,9,1,2,2,1,1,1,2,2,2,2,4,3,4,3,2
2,1,3,13,27,2,1,1,1,1,1,2,,,2,1,2,4,3,1
3,,0,23,5,1,2,2,1,1,1,2,,2,2,1,2,5,3,2
3,1,0,26,15,1,1,1,2,2,1,2,,,2,4,1,5,3,1
1,1,5,16,10,1,2,1,1,1,1,2,,,2,5,,1,3,1
2,,1,10,20,1,2,2,1,1,1,2,,2,2,1,3,5,3,1
3,2,5,23,23,1,1,1,1,1,1,,2,,2,2,2,5,3,1
2,1,3,26,10,2,1,2,2,2,1,2,,,1,4,3,5,3,1
2,1,3,4,10,2,1,2,1,2,1,2,,2,2,4,2,5,3,2
2,1,4,19,7,1,1,1,1,1,1,2,,,2,1,3,3,3,1
3,,1,1,20,1,2,2,1,1,1,2,2,,2,4,2,1,3,2
3,1,1,19,10,1,1,1,1,1,1,2,2,,1,4,3,2,3,1
3,1,2,1,16,1,1,1,1,1,1,2,,,2,2,3,2,3,2
3,1,1,19,11,1,2,2,1,1,1,2,2,2,2,2,3,2,3,2
3,,20,19,15,1,1,1,1,1,1,2,,,2,2,3,2,3,2
1,2,4,13,14,2,1,1,1,1,1,2,,,2,3,3,2,3,1
2,,7,13,3,1,1,1,1,,1,2,,,2,1,3,1,3,1
3,,1,23,5,2,1,1,1,1,1,2,2,,1,1,3,5,3,1
3,1,3,23,5,2,1,1,1,1,1,2,2,,1,3,3,3,3,1
3,1,3,23,5,2,1,1,1,1,1,2,2,,1,3,3,3,3,1
3,1,3,23,5,2,1,1,1,1,1,2,2,,1,3,3,3,3,1
3,,0,16,10,2,2,1,1,1,1,2,,,2,2,2,2,3,1
3,1,5,,5,1,2,1,1,1,1,2,,,2,1,2,3,3,1
2,1,0,23,15,1,2,2,1,1,1,2,2,2,2,1,4,3,3,2
2,1,1,26,5,1,2,2,1,,1,2,,2,2,1,3,2,3,2
3,1,1,23,9,2,2,1,1,1,1,2,2,,2,1,3,5,3,2
3,1,5,16,10,1,2,2,1,1,1,2,2,,2,4,3,3,3,2
2,1,5,23,5,1,1,1,1,1,1,,2,,2,4,3,4,3,1
3,1,1,19,10,2,1,1,1,1,1,2,2,,2,1,2,2,3,1
1,1,1,19,10,1,1,1,1,,1,2,2,,2,2,3,4,3,1
1,1,60,1,15,1,1,1,1,1,1,,,,2,3,3,3,3,2
1,,1,19,8,1,1,1,1,1,1,2,,,2,1,2,2,3,1
3,1,5,5,15,1,2,1,2,2,1,2,,,2,3,1,1,3,1
3,1,2,19,4,1,1,1,1,1,1,2,2,,2,1,3,3,3,2
1,1,2,15,22,2,1,1,1,1,1,2,2,,2,4,,2,3,1
1,1,2,15,22,2,1,1,1,1,1,2,2,,2,4,2,2,3,1
1,1,2,15,22,2,1,1,1,1,1,2,2,,1,1,2,2,3,1
1,1,2,15,22,2,1,1,1,1,1,2,2,,1,1,2,2,3,1
3,2,1,19,12,1,1,2,1,1,1,2,,2,2,4,2,3,3,2
1,,0,19,5,1,1,2,1,1,1,,,2,2,4,2,3,3,2
3,1,1,19,15,1,2,2,2,1,1,2,,2,2,4,3,1,3,2
3,2,4,23,5,2,1,2,1,1,1,2,,2,2,4,2,,3,2
3,2,4,23,5,2,1,2,1,1,1,2,,2,2,3,3,,3,2
3,2,4,23,4,2,1,2,1,1,1,2,,2,2,4,1,,3,2
3,1,1,19,7,1,1,1,1,1,1,2,2,,2,1,3,3,3,2
2,,5,3,10,1,1,2,1,1,1,2,,2,2,2,,3,3,2
3,1,5,11,5,1,2,1,1,2,1,2,2,,2,2,3,3,3,1
3,1,0,3,60,2,2,1,2,2,1,,,,2,2,3,4,3,2
2,3,0,11,8,1,1,1,1,,1,2,,,2,2,3,4,3,1
3,1,3,3,10,1,1,1,1,1,1,,,,1,2,3,1,3,2
3,1,0,19,13,1,1,1,1,1,1,2,,,2,,3,2,3,1
2,3,0,11,8,1,1,2,1,,1,2,,2,1,2,2,4,3,2
2,,2,19,5,1,1,1,1,,1,2,,,2,1,2,3,3,1
3,1,0,1,10,1,2,1,1,1,1,2,,,2,3,2,2,3,1
1,,1,19,11,1,1,2,1,1,1,2,2,2,2,1,3,3,3,2
2,3,1,,3,2,2,1,1,1,1,2,,,2,1,2,1,3,1
2,3,1,,3,2,2,1,1,1,1,2,,,2,1,3,1,3,1
3,1,1,26,2,1,1,1,1,1,1,2,2,,2,3,3,1,3,1
2,1,3,19,48,1,2,2,1,,2,2,,,2,3,3,2,3,2
1,1,1,23,15,1,1,1,1,,1,2,2,,2,1,3,1,3,1
1,,1,19,9,2,1,2,1,,1,2,,2,2,1,4,3,3,2
1,,1,19,9,2,1,2,1,,1,2,,2,1,4,3,3,3,2
2,,1,13,5,1,2,2,1,,2,2,,2,2,3,2,3,3,2
3,1,1,19,10,1,1,2,1,2,1,2,2,2,1,1,3,2,3,2
2,,4,19,5,1,2,2,1,1,1,2,2,2,2,3,3,2,3,2
1,1,1,,10,2,2,1,1,1,1,2,2,,2,1,3,3,3,1
1,1,1,,10,2,1,1,1,1,1,2,2,,2,1,3,3,3,1
1,,1,1,13,1,2,1,1,1,1,2,2,,2,4,3,4,3,1
3,1,1,16,13,2,2,1,1,1,1,2,2,,2,1,2,4,3,1
1,1,1,1,7,1,2,1,2,2,1,2,2,,2,1,2,5,3,1
3,,2,23,24,2,1,2,1,1,1,2,,2,2,1,2,2,3,2
2,,2,1,10,1,2,1,1,1,1,2,,,2,4,2,2,3,1
1,3,1,26,15,1,2,2,1,,2,2,,,2,4,2,4,3,1
3,3,3,,3,1,2,1,1,2,1,2,2,,2,4,3,3,3,1
3,3,1,1,4,1,1,1,2,2,1,,2,,2,4,3,2,3,1
2,1,1,,5,1,2,2,1,1,2,2,,2,2,1,3,3,3,2
2,1,1,23,8,2,2,2,2,2,2,2,2,,2,4,3,3,3,1
2,1,1,23,8,2,2,1,2,2,1,2,2,,2,1,3,3,3,1
2,1,1,23,8,2,2,2,2,2,2,2,2,,2,1,3,3,3,1
2,1,1,,10,1,2,2,1,1,2,2,,2,2,1,2,3,3,2
2,,2,,4,1,2,2,2,2,1,2,,,2,1,3,3,3,1
2,1,7,13,5,1,2,2,2,2,2,2,2,2,2,1,2,2,3,2
3,1,1,19,4,2,1,1,1,,1,2,2,,1,1,3,2,3,2
3,1,1,19,4,2,1,1,1,,1,2,2,,1,1,2,2,3,2
2,,5,,5,1,2,2,2,2,1,2,,,2,4,2,2,3,1
3,,2,23,8,2,2,2,2,2,2,2,2,2,2,1,2,4,3,2
3,,1,23,8,2,2,2,2,2,2,2,2,2,2,1,2,4,3,2
2,,3,26,5,1,2,2,,,1,2,,,2,1,,3,3,1
2,,10,26,4,2,2,1,2,2,1,2,,,2,1,3,1,3,1
3,3,3,,4,1,1,2,,,1,2,,2,2,1,4,1,3,1
3,,1,,1,1,2,2,1,1,1,2,2,,2,4,2,2,3,2
2,3,1,26,5,1,2,1,1,1,1,,,,2,3,3,3,3,1
3,,2,26,4,1,2,1,1,1,1,2,2,,2,,2,3,3,1
2,3,1,11,10,2,2,1,1,1,2,2,,,2,4,3,2,3,1
2,1,1,13,1,1,2,2,1,1,1,2,2,2,2,4,2,2,3,2
3,1,1,19,5,1,1,2,1,,1,2,2,2,1,2,2,2,3,2
2,3,5,,10,1,2,2,2,2,2,2,,2,2,4,3,3,3,2
3,1,1,3,10,1,2,2,1,1,1,2,,2,2,1,2,1,3,2
3,1,1,23,20,2,2,1,2,2,1,,2,,2,1,3,3,3,1
3,1,1,23,20,2,2,1,2,2,1,,2,,2,1,3,3,3,1
3,3,2,,3,1,2,2,2,2,1,2,2,,2,1,3,2,3,1
2,,5,,2,1,2,1,1,1,1,2,,,2,3,1,3,3,1
1,,5,1,6,1,2,1,1,1,1,,,,2,1,3,2,3,1
2,1,1,26,10,2,2,2,2,2,1,2,,,2,1,3,4,3,1
2,1,2,23,2,1,2,2,1,1,1,2,2,2,2,1,3,2,3,2
3,,1,,4,1,2,2,2,2,2,2,2,,2,3,2,2,3,1
3,3,1,26,5,2,2,1,1,1,1,2,2,,2,1,2,4,3,2
2,1,15,,5,2,2,1,1,1,1,2,,,2,1,3,4,3,1
2,1,15,,5,2,2,1,1,1,1,2,,,2,1,2,4,3,1
2,3,1,23,2,1,1,1,1,1,1,2,2,,2,1,3,3,3,1
3,1,1,,8,1,2,1,1,1,1,2,,,2,2,1,4,3,1
3,,2,,3,2,2,2,1,,1,2,,,2,3,3,4,3,1
2,3,1,,20,2,2,1,1,1,1,,2,,2,1,3,4,3,1
2,3,1,,20,2,2,1,1,1,1,,2,,2,4,3,4,3,1
3,1,1,,5,1,2,2,1,,1,2,2,,2,1,3,4,3,1
2,,2,,8,2,2,2,2,2,1,2,2,,2,3,2,3,3,1
1,1,1,1,5,2,2,1,1,1,1,2,2,,2,2,3,2,3,1
3,1,1,1,5,2,2,1,1,1,1,2,2,,2,2,3,2,3,1
2,1,1,,2,1,2,2,2,2,1,2,,,2,3,2,2,3,1
2,1,5,,2,1,2,1,1,1,1,2,,,2,1,2,4,3,1
3,1,1,19,5,2,1,2,1,,1,2,2,2,2,4,3,2,3,2
3,1,1,19,5,2,1,2,1,,1,2,2,2,2,3,2,2,3,2
1,3,0,1,19,1,2,2,2,2,1,2,,,2,1,2,2,3,1
3,1,1,19,1,1,1,1,1,1,1,2,2,,2,4,2,2,3,1
2,3,1,23,1,1,2,1,1,1,1,2,2,,2,4,3,3,3,1
3,1,0,19,15,1,1,2,1,1,1,2,,,2,1,2,2,3,1
2,1,2,9,3,1,2,1,2,2,1,2,,,2,4,2,2,3,1
3,,3,,10,2,2,2,1,,2,2,2,,2,1,3,1,3,2
3,1,4,19,10,1,1,1,1,1,1,2,,,2,1,3,1,3,1
3,,1,19,6,1,1,2,1,1,1,2,,2,2,1,3,3,3,2
2,,1,4,12,1,2,1,1,,1,2,,,2,4,2,1,3,1
3,1,2,3,5,1,2,1,1,1,1,2,2,,2,1,2,3,3,1
3,,2,23,10,1,2,1,1,1,1,2,2,,2,1,3,1,3,1
2,3,5,11,10,2,2,1,2,2,1,2,,,2,1,2,3,3,1
3,1,2,,8,1,2,1,1,1,1,,,,2,3,3,,3,2
3,,1,1,1,1,1,2,1,1,1,,2,2,2,4,3,3,3,1
2,,1,23,1,1,1,1,1,1,1,2,2,,2,1,3,1,3,1
3,,1,23,5,1,2,2,1,1,1,2,,2,2,1,2,1,3,2
3,,1,19,5,1,1,1,1,,1,2,2,,2,1,3,2,3,2
2,,1,3,3,1,2,2,1,1,2,,,2,2,4,2,3,3,2
3,1,10,13,15,2,1,1,2,2,1,2,2,,1,1,3,1,3,1
3,,10,13,15,2,2,1,2,2,1,2,2,,2,1,3,1,3,1
3,,1,3,10,1,1,1,1,,1,2,2,,2,,1,1,3,2
3,1,1,23,10,1,1,2,1,1,1,2,2,2,2,1,2,3,3,2
1,1,0,1,10,2,1,1,1,1,1,2,2,,2,1,3,2,3,1
1,1,0,1,10,2,1,1,1,1,1,2,2,,2,1,3,2,3,1
1,1,0,1,10,2,1,1,1,1,1,2,2,,2,1,3,2,3,1
3,1,1,,17,2,2,1,1,,1,2,2,,2,1,3,2,3,2
3,3,1,23,7,2,2,1,1,1,1,2,2,,2,3,3,2,3,2
3,1,0,1,5,1,1,1,1,1,1,2,,,1,4,2,1,3,1
3,1,0,23,5,1,1,1,1,1,1,2,,,1,4,2,2,3,1
1,,3,,2,1,2,2,1,,1,2,2,,2,4,2,1,3,1
3,1,5,3,0,1,1,1,1,1,1,2,,,2,4,2,2,3,2
3,,1,17,1,1,2,2,1,1,1,2,2,2,2,4,1,1,3,2
3,,1,3,5,1,2,2,2,2,1,2,2,2,1,2,3,2,3,2
3,3,1,22,10,1,2,1,1,1,1,,,,2,4,3,1,3,2
3,,15,23,8,1,1,2,1,1,2,2,2,2,2,1,1,2,3,2
2,,5,,2,1,2,2,1,1,2,2,,,2,1,2,3,3,2
3,3,0,19,14,2,1,1,1,1,1,2,2,,2,4,3,1,3,1
1,1,1,16,12,1,1,1,1,1,1,2,,,2,1,2,3,3,1
3,1,1,23,1,1,2,1,1,1,1,2,,,2,1,2,3,3,2
2,3,2,11,5,1,1,2,1,1,1,2,,2,1,2,3,2,3,2
3,1,3,12,5,1,1,1,1,1,1,2,2,,2,4,1,1,3,1
2,3,1,23,10,1,1,1,1,1,1,2,2,,2,1,2,1,3,1
2,3,3,11,4,1,1,2,1,1,1,2,,2,2,1,3,2,3,2
3,1,1,19,15,1,1,2,1,1,1,2,2,2,1,2,2,1,3,2
3,2,1,26,7,1,1,1,1,,1,2,2,,2,1,3,1,3,2
3,,1,,20,1,2,1,1,1,1,2,,,2,1,3,1,3,1
3,,1,22,5,2,2,1,1,2,1,2,,,2,1,2,2,3,1
3,,1,22,5,2,2,1,1,2,1,2,,,2,1,4,2,3,1
2,3,1,11,5,2,1,2,1,1,1,2,,2,2,1,3,2,3,2
3,1,1,,5,1,2,1,1,1,1,2,2,,2,1,3,2,3,1
3,3,1,26,10,2,2,2,1,1,1,2,2,,2,1,3,2,3,1
2,1,1,1,60,2,1,1,1,1,1,2,2,,2,1,2,2,3,1
2,1,1,1,60,1,1,1,1,1,1,2,2,,2,1,2,2,3,1
3,2,1,23,12,1,2,2,2,2,1,2,,,2,1,3,4,3,1
3,1,1,,2,1,2,1,2,2,1,2,2,,2,1,3,1,3,2
3,1,2,23,10,1,2,1,1,1,1,2,2,,2,1,3,3,3,1
1,1,1,19,6,1,1,1,1,1,1,2,,,1,1,3,2,3,1
3,,1,,1,1,2,1,1,1,1,2,,,2,4,4,1,3,1
3,,1,23,5,2,1,1,2,2,1,2,2,,2,4,3,2,3,1
3,,1,19,7,1,1,2,,,1,2,2,2,2,1,3,2,3,2
3,1,1,16,5,1,2,1,1,1,2,2,,,2,1,2,3,3,2
2,3,1,11,22,2,2,2,1,,1,2,,2,2,4,2,1,3,2
3,3,1,23,5,2,1,1,1,1,1,2,2,,2,3,3,2,3,1
3,3,1,,5,2,2,1,1,1,1,2,2,,2,1,3,4,3,1
3,3,1,,5,2,2,1,1,1,1,2,2,,2,1,3,4,3,1
3,3,1,,5,2,2,1,1,1,1,2,2,,2,1,3,4,3,1
2,3,1,11,3,2,2,2,1,1,1,2,,2,1,4,2,1,3,2
2,3,1,11,3,2,2,2,1,1,1,2,,2,2,3,3,1,3,2
3,1,1,23,10,1,2,1,1,1,1,,,,2,1,3,1,3,1
2,1,2,23,15,2,2,1,,,1,2,,,1,2,3,2,3,1
2,1,2,23,15,2,2,1,2,2,1,2,,,2,4,2,2,3,1
2,,2,14,10,1,1,2,1,1,1,2,2,2,2,1,2,4,3,2
3,,1,1,4,1,2,1,2,2,1,2,2,,2,1,3,1,3,1
2,3,1,11,10,2,2,2,1,1,1,2,,2,2,1,2,2,3,2
2,3,1,,1,1,2,1,1,1,1,2,,,2,1,2,2,3,1
3,3,1,1,8,1,2,1,1,1,1,2,2,,2,1,3,4,3,2
3,3,1,11,15,2,1,1,1,1,1,2,2,,1,4,2,4,3,2
3,3,1,11,15,2,1,2,1,1,1,2,,2,1,1,3,4,3,2
3,3,1,11,15,2,1,1,1,1,1,2,,,1,1,2,4,3,2
3,3,1,11,15,2,1,2,1,1,1,2,2,2,2,3,2,4,3,2
1,1,1,13,5,1,2,1,1,1,1,2,,,2,1,3,4,3,1
3,,2,23,10,1,1,1,1,2,1,2,2,,2,1,2,3,3,1
3,3,1,,1,1,2,1,1,1,1,2,,,1,1,3,4,3,1
2,3,10,8,10,1,1,2,1,1,1,2,,2,2,3,3,2,3,2
2,,1,14,8,1,2,1,1,1,1,2,,,2,1,3,3,3,1
2,3,10,11,5,1,1,2,1,1,1,2,,2,1,1,3,2,3,2
2,3,1,11,2,1,1,2,1,1,1,2,,2,1,3,2,1,3,2
3,1,0,16,2,1,2,1,1,1,1,2,2,,2,4,1,1,3,2
1,1,9,19,4,1,2,1,1,1,1,2,2,,2,1,3,3,3,1
3,,1,,8,1,2,2,1,1,1,2,2,,2,1,2,3,3,1
1,,0,1,10,1,1,1,1,1,1,2,,,1,4,2,1,3,2
3,1,1,23,7,2,1,1,1,1,1,2,2,,2,1,3,3,3,1
2,3,1,11,5,2,1,2,1,1,1,2,,2,2,1,3,1,3,2
2,3,10,11,3,1,1,2,1,1,1,2,,2,2,1,3,2,3,2
2,3,2,11,5,1,1,2,1,1,1,2,,2,1,4,2,1,3,2
3,1,2,13,15,2,2,2,2,2,1,2,,,2,1,3,2,3,2
2,3,1,11,7,1,1,2,1,1,2,2,,2,2,1,3,1,3,2
2,3,1,11,5,1,1,2,1,1,1,2,,2,2,1,3,2,3,2
3,1,0,3,0,1,1,1,1,1,1,2,,,1,4,2,1,3,1
2,1,3,3,8,2,2,1,2,2,2,2,,,1,4,3,1,3,2
3,1,1,,3,1,2,1,1,1,1,2,2,,2,4,3,3,3,1
3,,1,19,30,2,2,1,1,,1,2,2,,2,1,4,3,3,1
3,1,0,19,12,2,2,1,2,2,1,2,2,,2,1,3,3,3,1
3,1,0,,3,1,1,1,1,1,1,2,,,2,4,3,3,3,1
3,1,0,,3,1,1,1,,,1,2,2,,2,4,1,3,3,1
3,,1,1,2,1,1,1,1,1,1,2,,,1,4,3,1,3,1
1,1,1,18,4,2,1,2,1,1,1,2,2,2,2,1,3,1,3,2
1,,1,18,4,2,1,2,1,1,1,2,2,2,2,1,3,1,3,2
2,1,1,4,27,1,1,1,1,,1,2,,,1,1,2,1,3,2
2,,5,,10,1,2,1,1,1,1,2,,,2,3,3,4,3,1
3,1,1,1,5,1,1,2,2,2,1,2,2,2,2,4,3,1,3,2
3,1,1,16,10,1,2,1,1,1,1,2,2,,2,1,3,1,3,1
3,2,1,13,5,1,1,1,1,1,1,2,,,2,3,3,1,3,1
3,4,1,1,10,2,2,2,1,1,1,2,2,2,2,3,3,3,3,2
1,1,3,1,5,2,1,1,1,1,1,2,,,1,4,2,3,3,1
3,1,3,1,5,2,1,1,1,1,1,2,,,1,3,1,3,3,1
1,1,20,,12,1,2,1,1,1,1,2,,,2,4,3,4,3,1
3,,0,23,11,2,2,2,1,1,1,2,2,2,2,4,3,3,3,2
3,,0,23,4,2,2,2,1,1,1,2,2,2,2,3,2,3,3,2
3,,0,23,11,2,2,2,1,1,1,2,2,2,2,4,1,3,3,2
3,,0,23,11,2,2,2,1,1,1,2,2,2,2,4,3,3,3,2
3,1,0,23,5,1,1,1,1,1,1,2,2,,2,4,2,1,3,1
3,1,1,23,10,2,2,1,1,1,1,2,2,,1,3,2,4,3,1
3,,1,14,5,2,1,1,1,1,1,2,2,,2,4,3,1,3,1
3,,1,14,5,1,1,1,1,1,1,2,2,,2,4,1,1,3,1
3,1,1,,10,1,1,1,1,1,1,,2,,2,4,1,1,3,1
1,2,10,13,3,1,2,2,1,1,1,,2,2,2,1,2,3,3,2
3,1,1,19,15,1,2,2,1,1,1,,,2,1,2,3,2,3,1
3,1,1,19,7,2,1,1,1,1,1,2,2,,2,3,3,3,3,2
3,,1,19,7,2,1,1,1,1,1,2,2,,1,2,3,3,3,2
3,,1,23,5,2,1,2,1,1,1,,,2,2,3,3,4,3,2
3,,1,23,5,2,1,2,1,1,1,,,2,2,4,3,4,3,2
3,,1,16,5,1,2,1,1,1,1,,2,,2,4,2,3,3,1
3,1,1,,10,1,2,1,2,2,1,2,2,,2,4,2,2,3,1
2,,2,,10,1,2,1,1,1,1,,,,2,3,2,1,3,1
2,,1,5,5,1,2,1,1,1,1,2,,,2,3,3,4,3,1
3,1,1,1,10,1,2,2,1,1,2,2,,2,2,1,2,3,3,2
3,1,1,23,3,1,1,2,1,1,1,2,2,2,2,1,2,2,3,2
1,1,1,1,5,2,2,1,1,1,1,2,,,2,4,3,3,3,1
1,1,1,1,5,2,1,1,1,1,1,2,,,2,4,3,3,3,1
3,,1,23,15,1,2,2,1,,1,2,2,2,2,3,3,1,3,2
3,3,1,1,21,1,2,2,1,2,1,2,2,,2,4,2,2,1,1
2,1,3,,10,1,2,1,1,1,1,2,,,2,1,3,2,1,1
3,3,1,,5,1,1,1,1,1,1,2,,,2,4,2,1,1,1
2,1,1,26,10,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2
1,3,1316,11,5,2,2,2,2,2,1,2,,2,2,4,2,3,1,2
3,3,1,23,4,2,1,1,1,1,1,2,2,,1,1,1,2,1,1
3,3,1,23,4,2,1,1,1,1,1,2,2,,1,1,1,2,1,1
2,3,1,,5,1,2,1,1,1,1,2,2,,2,1,3,3,1,1
3,1,1,,3,2,2,1,1,1,1,2,,,2,4,2,2,1,1
2,1,1,,1,2,2,2,1,,2,2,,,2,1,3,3,1,2
2,3,5,8,8,2,2,2,2,1,2,2,,,2,1,2,2,1,1
2,1,1,,1,1,1,1,1,1,2,2,,,2,1,4,1,1,2
3,3,1,23,5,2,2,1,1,1,1,2,,,2,1,1,1,1,1
3,1,10,,10,1,2,1,2,2,1,2,,,2,4,1,4,1,1
3,1,1,16,2,1,2,2,2,2,2,2,2,2,2,1,1,4,1,2
3,,1,,7,2,2,2,2,2,2,2,2,,2,4,,2,1,2
1,,0,23,10,1,2,1,2,2,1,2,,,2,3,2,2,1,1
2,3,1,,5,1,2,2,2,2,1,2,,,2,3,3,2,1,1
3,3,1,23,5,1,2,2,1,1,1,2,2,,2,1,3,2,1,1
3,1,1,23,4,2,1,1,1,1,1,2,2,2,2,3,3,1,1,2
3,1,1,23,4,2,1,1,1,1,1,2,2,2,2,3,2,1,1,2
1,,0,23,6,1,2,1,1,1,1,2,,2,2,4,2,2,1,1
3,1,0,19,3,1,1,1,1,,1,2,,2,2,4,2,2,1,2
2,3,1,11,2,1,1,2,1,1,1,2,,2,2,3,3,4,1,2
3,1,1,5,10,1,2,1,1,1,2,2,2,,2,4,3,3,1,2
